RequirementText,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24,Component_25,Component_26,Component_27,Component_28,Component_29,Component_30,Component_31,Component_32,Component_33,Component_34,Component_35,Component_36,Component_37,Component_38,Component_39,Component_40,Component_41,Component_42,Component_43,Component_44,Component_45,Component_46,Component_47,Component_48,Component_49,Component_50,Component_51,Component_52,Component_53,Component_54,Component_55,Component_56,Component_57,Component_58,Component_59,Component_60,Component_61,Component_62,Component_63,Component_64,Component_65,Component_66,Component_67,Component_68,Component_69,Component_70,Component_71,Component_72,Component_73,Component_74,Component_75,Component_76,Component_77,Component_78,Component_79,Component_80,Component_81,Component_82,Component_83,Component_84,Component_85,Component_86,Component_87,Component_88,Component_89,Component_90,Component_91,Component_92,Component_93,Component_94,Component_95,Component_96,Component_97,Component_98,Component_99,Component_100,Class
The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,0.10878793045957556,0.011662211899260456,-0.011391967937946992,0.097868079601951,0.00305669954417875,0.09959511596173873,-0.009185373303431362,-0.09479640697260669,-0.14556700034649134,0.06104111778401189,0.08566898859923397,-0.10435635683966354,-0.14316008822571052,-0.16071626914078216,0.01706744855912397,-0.04909059053287366,-0.08251771628390307,-0.04097703893397016,0.05542161386852747,0.3430145709296099,0.07991290984489449,0.19703069288028946,0.014113551834373165,0.04742782959892496,0.05235864900914415,0.16679647991177518,-0.011191948525691053,-0.07375885550823362,-0.043937116943366564,0.0735165874879283,0.057935373410874985,0.034535546364455535,0.019446920376828113,0.005630201990457096,0.0588252770348277,-0.04686019065428049,-0.016515657199506355,0.06859978401511665,-0.030873429105018536,-0.07598553526006076,-0.050169681115458255,0.013525568630671607,-0.11049229922712207,0.009566101864719794,0.05226170777039717,0.0934849292193602,0.061835451865515895,0.03369127377635766,-0.01873176584141117,-0.03990949848766631,-0.03421908405021018,-0.03208702654122495,0.07377856555196242,0.04636392362578201,-0.038483231651388984,0.023098643484216308,-0.03432033824523976,-0.044984722987935884,0.06151640314964947,-0.026597601606004995,0.023684507125638216,-0.005654739894507451,-0.03203709134646559,0.01765057669681059,0.0195119797819113,-0.05187230182310923,-0.032008465958853025,-0.0637119554483781,0.015858051468380336,-0.003467610260215315,-0.007298691548224702,0.0524027728271189,-0.020823577497092596,-0.06483285909499249,0.0041710028712741015,0.0012612452605644253,-0.044308627581223003,-0.07020976593770092,0.03909129848362404,-0.03278734354922942,-0.020158667135443804,-0.051462024891615166,-0.15953419897295135,0.04373814342826124,-0.005640382067753359,-0.05749600185535558,0.0005532139210645808,-0.10394323811543055,0.07610222888440292,-0.029303335383100093,0.04690161840744348,-0.01463855869127414,-0.15881500299596088,-0.08325330620364191,-0.04073664190802591,-0.0128122860017169,-0.04336484025736614,0.007495093475942197,0.02162756787980517,-0.09894625329734383,F
The preferred repair facility shall be returned to the user.,0.15270340286580134,-0.029861102125368723,0.13590954230202573,0.014756903832723201,-0.021896383262886857,0.1667581149156975,-0.04191347053142369,-0.12600979623637643,-0.21905893694426948,0.0678527080783063,0.01765343590631957,-0.15093640873635322,-0.14784409901011203,-0.13091504076667143,-0.03690693156643962,-0.0049385974355429,0.00827585505010825,-0.03095196039102251,0.07675630975222768,0.49337077018375175,0.006993599074024821,0.327577989936999,0.11941645013903891,-0.06774770480740712,0.13301933864688964,0.13408402454163876,0.04504397506241091,-0.02759459224970538,0.06335479753876273,0.03673560478990154,0.04436838183237928,0.026798832202463423,-0.005163699458710996,-0.01903653542340052,-0.029433816573547354,-0.0012027937073225145,0.010233621372593291,0.04083400329957293,0.008753924440604367,-0.0619826654415514,-0.006831631847036065,-0.06416515677664922,-0.0457489786476823,0.0007826332424107196,0.0198537165216152,-0.013635212286486825,-0.007057022500990818,-0.027701556179192635,-0.012706886297072839,0.0073401325369479315,-0.020503397563577556,0.003563661019566011,-0.000183979420300108,-0.05637762663268171,-0.09979122641786616,0.06334951727179672,0.03292526994899232,-0.015852461642138813,-0.0014152361137064647,0.02198098981345707,0.025596442827588342,0.00012831754297576371,0.02536073959358228,0.06937725672662992,-0.007062103468989962,-0.010245946754933361,0.009864349023837038,-0.029939391841750436,0.018885373861198634,-0.02747055681077227,-0.05635562792220491,0.03187329805541121,0.0052155733937924555,-0.01034625174454197,-0.025408791465046557,-0.027984360057417078,-0.057503036217577394,-0.012161025614326283,0.007933893504744209,0.021337111993275183,-0.013660765527573285,-0.028371929738283886,-0.032600523990644635,-0.06642916776757327,-0.017475226071602457,0.007981383546808886,-0.05152364605876044,-0.03951205401165398,0.02288963071533106,-0.00295716387398655,-0.02967684609403974,0.01239914625548249,-0.0001523594538062889,-0.048521564927816764,0.020139210763083018,-0.051799737347456756,-0.04084145186310375,0.016272866970116224,0.0042621943043453375,-0.00851713784359718,F
The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,0.1517772401804641,-0.016321748699488315,0.04554174777606025,0.0494026400345326,0.052929753114829586,0.10092696078215127,-0.04580127892023139,-0.07669581232507264,-0.16933842666727683,0.07551961609119717,0.0033690170790193906,-0.13737237492400708,-0.08285714899814484,-0.15616051412956214,-0.006157655639761063,-0.0835848671168627,-0.08154969650835593,0.01026939178317103,0.017783981343006093,0.5191150956084586,0.1107785967510561,0.3200367769696054,0.2165803978151778,-0.055183196187635467,0.10896732882235645,0.2312069546232121,-0.012909676667681995,-0.047931788258644296,0.02482731700991527,0.017876007502526183,0.044100061340576285,0.035459268188721034,0.006991920803823591,-0.07270375380494551,0.036854196448031507,-0.0004035286792060137,0.05395565889210074,-0.03183158112319688,0.022382077655115497,0.06439516450061578,0.009873530065419895,-0.06887977675085771,0.0566425513361346,-0.06861404793170003,0.0016053871538994242,-0.04581893123811014,-0.05879613164344826,-0.019345916343895174,-0.07115466533910439,0.00886234702998053,0.019353892786242367,0.016970919395145227,-0.011450629395237576,-0.02753524136668331,0.005889355745449057,-0.059978964701174156,0.008720166136589026,0.016978099865863683,-0.012275838380044986,-0.018374519783173823,0.031670041400695396,-0.03770088826095052,-0.05188289302502987,0.03708078776954739,0.018075121541323923,-0.06478938630765203,-0.046848435179996595,-0.007694570722279066,0.05442007238493281,0.016419601279461772,-0.05176137143218538,0.0566188495285171,0.01967610468660721,0.0028810862445504074,-0.03615209827317558,0.030896041196144176,0.009978277229936822,0.05671321716163098,-0.011535044157121003,0.034094520858857905,0.03476387376681823,-0.02098916093988735,-0.07456318144504397,-0.007211101779536117,0.019087459345160256,-0.0066143882214117124,-0.03504678855173607,-0.04007909925973824,0.010346177307352546,-0.09239331980339405,0.029329897943245378,0.009136845259271725,0.006541048464348275,-0.03271705656305363,0.047761401171499206,0.008194364708479215,-0.03353979517220483,0.02425804862833116,0.02718466096606935,-0.021153474133314875,F
The estimator shall search for available recycled parts using damaged vehicle parts information.,0.1516076712583485,-0.019163804974990668,-0.02502733934276302,-0.029987541705310164,0.0916545850191294,0.06567039253648614,0.10111169086448775,-0.3092669713506545,-0.18181921016984237,0.3875294576585094,0.3416033874633049,-0.24102653158687878,0.03935944521535328,-0.06490222008217997,0.10411603205761731,0.12821495215827636,-0.002100866543680771,0.032586685277947156,0.05741503904645679,-0.17379956148518974,-0.009795487247436927,-0.08680567303845836,-0.04706856180329221,0.0075791137221843125,-0.030493336958725456,0.02815717744671401,-0.040413523877748214,-0.06243257755548461,-0.004132815861691364,-0.00733071022725882,0.09771824857991022,0.009045322536106896,-0.04360955130053532,0.014946201626638572,0.018981853065489447,-0.020947984536507945,-0.04877309735289882,0.06853612871636387,-0.0037877512288186275,-0.01128387904129246,0.10266036106322181,-0.0660453588451474,0.10248179372875134,-0.12768368715804077,0.08342655126755415,0.11396648347900917,0.019156310847102936,-0.010457733164836884,-0.08779916210412535,-0.0620562955102781,0.016207896601715746,-0.022804702721815773,-0.10467994351766882,-0.04936894881260788,-0.007927243213552499,0.08104210746849756,-0.04758784053866074,0.021500467821527126,0.04181444859122149,0.01774261536584202,-0.03451320153426989,-0.01011388105608034,0.037895544010408753,-0.05551944129968501,-0.008978380017740595,-0.01523228745059656,0.00015983832364016657,0.06259388768279495,0.024615697440298435,0.014336049160770093,-0.07135040625844628,-0.01531985453837386,0.03024027597025917,0.044760959548470966,0.018030472533668067,-0.04332161453630994,0.022316580402076135,-0.0423488489044625,0.03558709096608921,-0.050703376881937934,-0.001497631382110177,0.0337878358197834,0.06384334331731063,-0.011004403614751019,9.645481890575326e-05,0.08339470712182052,0.024251512212935474,0.08904311366631595,-0.0673447824847698,0.05931006427923714,-0.010197256992915278,0.022253130094161633,0.07775990946146977,-0.029511267897076737,0.06792138269238006,0.019460013484289475,-0.022663641640520833,-0.0385358661393522,-0.05066729780334546,0.01699284632779185,F
The estimator shall search for available recycled parts using a list of preferred parts suppliers.,0.12864383588868827,0.014544098249850925,-0.007145804876733593,-0.017289388756466732,0.14634182260978967,0.12595380847314477,-0.007533349785982258,-0.2970796834959945,-0.19970910167310021,0.30858473313291934,0.3548163664652798,-0.2846289291500412,0.05639667080616654,-0.134042981445043,0.1038130971232777,0.07982208940196994,0.04166557439405625,0.04204208100490864,0.06506269242263686,-0.1138522110053626,0.025724574735841853,-0.021954189517287725,-0.002166130396089686,-0.010796540159419617,0.05119518716730388,0.08331726606679962,-0.025964893511573797,-0.05659853188767226,-0.021519757511514852,-0.0021635690874324256,0.08901139074148472,0.03724506938052283,-0.010237252682458448,0.02019455029141698,0.05650357539080233,-0.002233882177496249,0.00579046748201706,0.10344949416995354,0.033956011323258956,-0.005460920367002159,0.09356973190773858,-0.0900279656929659,0.11377111510779653,-0.1237072940298378,0.10038907019339877,0.12410027645209977,0.009895745477300977,-0.00019311469062242978,-0.08067966572354807,-0.07215167431604314,0.03169054814161794,0.0171898400762179,-0.10029680046720241,-0.038361363725254886,0.03826245001377155,0.049618457879129024,-0.04492691384360055,0.06591165824140013,0.03717411107178402,0.03158807912996842,-0.018941784866782718,-0.0347245578871437,0.03716794303120874,-0.04626162118541597,0.01653184901673787,-0.039501940721933325,-0.01121347460348516,0.013850934927420854,0.06302268381730078,-0.036283288934636004,-0.09103713020755244,0.003163280524934208,0.03386308986169713,0.02567465454803776,0.008693346370450647,-0.0410901051338835,0.00916241927614832,0.05198976369372217,0.022516406378181746,-0.023544974995270432,-0.0032907292187270647,0.006884201915206074,0.022043223892706784,-0.019239373913874747,0.03645234698504869,0.03350469063487379,0.03975695045371684,0.0931070103234232,-0.046066258159978016,0.018735632067735167,0.005917559370269589,0.03035578836304555,0.04420016543120135,-0.04791404387867946,0.06747053631962217,-0.009573400044474344,-0.030209814317919345,-0.0310792241373319,-0.04747156220583335,0.03470442984534242,F
The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,0.17261055950132528,-0.027157805343436967,0.019111719074068657,-0.009020760887367066,0.19475327472781356,0.09102406099134433,-0.010673965951374875,-0.2872809494204162,-0.16565239451035418,0.29935034609421596,0.36582397959071394,-0.26725064949590494,0.062367977276885075,-0.11074497126671425,0.11736055485184353,0.11749913993213339,0.0280927177916987,0.053571082106768406,0.03546889483872121,-0.19545683033107597,0.03170314737509276,-0.10245033385992068,-0.03806400864505941,0.017540872368467745,0.009527519512085168,0.047779688769358064,-0.04959738354269395,-0.05724820770317011,-0.012334678892760654,-0.00014490230174172173,0.08493531958067237,0.03632491622928227,-0.016224464477145865,0.02398151628354013,0.023558997772549137,-0.036059499604040646,-0.07240687365102247,0.04697224976845621,0.05096310276492563,-0.037370894270294726,0.08817492750574152,-0.05580831833782762,0.07727690237311641,-0.10233804939087365,0.07780451077704557,0.09407524361290964,0.010436642699601852,0.012721768399865836,-0.03945239657908422,-0.006252819310664068,0.04563486133879407,-0.022080893881027006,-0.07205187873524152,-0.012214929341481294,0.007260309243723805,0.05158061356314081,-0.019128448409183756,0.05633299021888363,0.0366425330539529,0.04455098386989624,-0.03311129460554644,-0.02000328917563572,0.040421405309459396,-0.02026382976373582,-0.011779426050135832,-0.01592796541767869,0.010803340212139304,0.028075045957032876,0.019085132140988087,-0.008858791490850157,-0.04544607001848677,-0.07109293503704428,-0.012701325036992155,0.041122469905122,0.024435311953067838,-0.04549089128528519,-0.022639302006408166,0.005821613544943245,0.00010764790362451939,0.0071132304591539856,0.0225476717341617,0.01525472125447056,0.08778289797493727,-0.05231979665053155,0.011609353570934438,0.05638110221547135,0.004781934117437998,0.05354007333368494,-0.07966586415753127,0.08425500275351,-0.07078896291947458,-0.009149308312035875,0.06736036009048235,0.011381206550850998,0.045194853397864825,-0.006234570438140362,-0.016644011623965158,-0.025835633436228314,-0.05543680359411378,0.06232956679684246,F
The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,0.10450009869767453,-0.004950424966900897,0.0019062049127721555,-0.001848064248445793,0.09999781456831619,0.17082282218792652,-0.0014553299645241407,-0.23630589264146978,-0.2124901013787022,0.2585927173799274,0.1886240443917161,-0.23224279534340547,0.011455177505492024,-0.1730588034887028,0.101828282428935,0.07466749507315848,-0.04638221976958728,0.0835229654583234,0.010444411509155618,-0.08705261787309701,-0.011410514244263786,-0.05897245728051508,0.006477994380431468,-0.006508930778269947,0.09600012183183994,0.07249435399963491,-0.0610356504684639,-0.06934731319526846,0.030120767992475483,-0.04729978544463749,0.05098045748855627,0.010721318433831728,-0.04449497142277865,0.03467382156109942,0.017450672600344528,-0.0656741888423435,-0.08374109862519417,0.08204636378578381,0.029529465532623637,-0.01146554048575571,0.07041698836424555,-0.10397034884105048,0.05969424615388051,-0.11198606693882612,0.056187934675602465,0.06882786353141102,-0.007937514070900707,0.0283586696809952,-0.12190019917638563,0.0003039614277900495,0.02810924971630576,-0.010559990820195254,-0.021299621319681022,-0.037648199934009946,-0.014818150057949465,-0.003517402832207017,-0.054094134091213206,0.10538345496759582,0.029102167611572454,0.009323179857185619,0.01127834615886748,0.007870479939752584,-0.002546457242295597,0.061016281165879885,-0.0065763412906753764,-0.02986709200425858,-0.0033688519634963027,-0.00030949855099800336,-0.0026862939947324303,0.05848964494765601,-0.08308183158801484,-0.044092805263855006,0.021899651712209704,0.07085407932788045,-0.04862033332032193,-0.016609518656419457,-0.05391676247323519,0.05359931343959288,-0.027344612890443053,0.0634359269848957,0.06047728769731382,-0.028355003262770122,0.08140948851421903,-0.0699877503852957,0.08651330725009741,-0.028666772958807922,-0.03974411909148064,0.006091587694006967,0.02798270768495686,-0.04054645149599785,0.040820213361737814,-0.0025067731935571086,0.024832489292465308,-0.046173606485473535,0.04343602940599048,0.036212650599267336,-0.042678458055668056,0.016359529901776224,-0.05494374435819365,0.027337335980903835,F
The system shall retain the available recycled parts and suppliers returned from the search.,0.2011270644077672,-0.03206582698916863,0.02835350540083137,-0.009365967534993927,0.21387363718884184,0.10615111087435743,-0.011710944316686138,-0.27173358282769966,-0.16447818781423823,0.2927846587796568,0.35810109001917834,-0.2636402640913372,0.06993894511170168,-0.09826628200320449,0.09867280068353741,0.09422789676653393,0.037156398707752426,0.06375279511008694,0.042475540740111666,-0.16306454190427142,0.03419300824830613,-0.11123077205942161,-0.01679855556852026,0.0046217304985898995,0.002478631630567164,0.028022928373938105,-0.051354485315234004,-0.05159579194342692,0.014629716671387242,-0.03129616454586237,0.05500045867518322,0.045906784923967534,-0.004998730669586843,-0.004820053707219026,0.01715574682672203,-0.007455009892228868,-0.06286503700968257,0.032795377452954,0.05232411116263537,-0.04911994055795811,0.07735787089095246,-0.05365267743723447,0.07410205977717196,-0.08844023352398905,0.04248181496526942,0.05093192792855053,-0.029217636527258888,-0.02017037980327595,-0.014301277613347464,0.03373383246311697,0.04931397126320505,-0.012380459484720975,-0.06169487229669694,-0.011968635658095979,0.0030492922873097193,0.04273432221532265,0.001165434040736102,0.06306422569023949,0.009842344902456591,0.05505837104410187,0.0025291260458496266,-0.016586111285963233,0.05008856487818723,0.006390628187327559,0.018362015561845416,0.02920323300518658,0.004069225333452301,-0.019319880438679205,0.015949950547451706,-0.02460721123481037,-0.030794008571502444,-0.06555475483479478,-0.012421225277942809,0.02304563647431822,0.019150438768429187,-0.05842199833427593,-0.07554547528730185,0.060545377685328125,-0.003833930728061632,0.019091665437420517,-0.01485992573370645,-0.022725811916930978,0.08132700444100788,-0.07972080853732771,-0.0015791835934607836,0.012488963017307208,-0.015810939034573354,0.04205863228540929,-0.01965661887100384,0.06821237924996894,-0.04269400127761751,-0.010290956423275655,0.030895933778787098,-0.01096729055056564,0.04444926501269286,-0.04433718751424683,-0.031224758040293593,0.007645566770374683,-0.04674757245127443,0.05826276116997643,F
The available recycled parts information and their suppliers shall be returned to the user.,0.2234540619423932,-0.049406985644246705,0.06813416708694678,-0.051022398574976306,-0.013553097524425246,0.0985951949684025,0.12277769287748809,-0.27217497388363676,-0.16366411920781107,0.32554212917432107,0.2705878816413317,-0.1649733190847947,0.0494028567111165,0.015347983633607405,0.07873376727025176,0.12868619540087992,0.061421738980098686,-0.0055908504684182075,0.06673922618031138,-0.04070062621291972,0.0061466689408175325,-0.0936564865697655,-0.06775344897041582,0.029243511653262264,-0.1604488970777546,-0.007345568357513979,0.10502270698282207,0.014533566542354694,-0.09942851622463213,0.06370813661106556,-0.0007753577019510988,0.06975701242529143,-0.08510905127133454,0.045278381628935035,0.013397107525122607,-0.03378410413854711,-0.009270024991735829,-0.013802299443953631,0.07463676518816116,-0.13917240248217239,0.15341543971816485,-0.021531005777546967,-0.008029133064909976,-0.10828225310623733,0.10008043323460224,0.05237573586099826,0.03125345375597889,-0.07357050105943344,-0.052055031080615946,0.022953679654036798,0.06862226493798368,-0.007381610133635267,-0.0930019673444272,-0.026984625134395382,-0.017064123896847173,0.043208456350807986,0.018426113440498333,0.0970315353186791,-0.008503033314869006,0.03374590994059937,-0.009165655858777171,-0.045140949201980946,0.10705423767539089,0.014597780945514085,0.04965682447897542,-0.0021078768972473284,-0.04046273340870811,-0.017349630598032757,0.030924920747911765,-0.059354679095192917,-0.06230828788055054,0.00048685633626501315,-0.006095110465782915,0.013569175308550945,0.0037238552732208915,-0.009753424063267397,-0.08022906726327286,0.052158642637714525,-0.008496855839127074,0.037114210147579096,-0.03321592694985733,-0.009146885989937603,0.0832237890461134,-0.09693951498640713,0.016470061011201947,0.04243042947938694,-0.009081989573738184,0.04338808086629277,-0.010309952669225188,0.0714623215930679,-0.055784586979138184,-0.017653483005917986,0.03986843790744643,0.006081750643840853,0.02283546554953627,-0.04739583723133908,-0.02370547635560625,0.007615147607975402,-0.028770342182982887,0.04185692612334729,F
The estimator shall apply selected recycled parts to the collision estimate.,0.08561432189044983,0.021277614585690958,0.002140415067074199,0.01211330333071117,0.07814408711802771,0.06200281574216333,0.017968628227102313,-0.23848695760520977,-0.14898777311261524,0.22773237606587854,0.2306635997145873,-0.21951409374831932,-0.019054755836164408,-0.12645529875770126,0.0988426365593308,0.09995434361336453,-0.0334376339364494,0.05327372469352735,0.005101771790706791,-0.1512572466268237,-0.003294597106097156,-0.036355468284057495,-0.0781420470873904,0.08074860205291867,-0.020501493351247724,0.06603012174745541,0.046229435236270724,-0.04467577777575024,-0.194174513093338,0.07626756096136197,0.09200337188489136,-0.05623729038235169,0.015337970513597265,0.13062741269075426,0.03608547061357264,-0.13791001393090344,-0.0845452275067123,0.04027178222627591,0.02143444470710097,-0.010012815312683688,0.051226923612967504,-0.04016715378672811,-0.055214384640557376,-0.0796417881940941,0.14493308220354695,0.15842148388816163,0.07262585710285271,0.08128745595424623,-0.04470566705410622,-0.13719621664060577,0.025411008754744693,0.010925011047459517,0.010417133705687821,-0.0256143383621559,0.018202275139893805,0.032579333878206426,-0.12013472124630652,0.040980420485961566,0.11412091769745694,0.025320606615877532,-0.008086726608118832,-0.04982415919753432,0.019499939738242763,0.043013161399741644,0.1134178768412072,0.030931447391696384,-0.0830235158404363,-0.014162968305665238,0.03669544234623035,-0.05366527914302954,-0.04031304417712685,0.0314541717240088,-0.02458924206608994,-0.058640572147499515,-0.0022361199087902123,0.0585547964340032,-0.06903868850476978,-0.07822376049670977,0.02721285219759418,-0.06430478189948571,0.1025407222032639,0.08284444395622417,-0.10705425173248417,0.07247531982970454,-0.010503427905118498,-0.06664318456674725,0.034974610674777695,-0.1127824797555306,0.010494273374623029,-0.0202513850344367,0.10110113706201879,0.05330060073575128,-0.07008638463580814,0.06739902517528878,-0.01904646230411923,-0.026422026357494348,0.017323459753114945,0.021906937985311396,0.04797291229359445,-0.015430713269648882,F
The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,0.13129112186344455,-0.0115740889868205,-0.0319967274599809,-0.026575600715071788,0.1418507555834539,0.17929783728480425,-0.006687293830289784,-0.27735139236081463,-0.18881148414019025,0.3240840541328919,0.26200125136805313,-0.2552961287859461,0.0715303754359059,-0.08775838468090291,0.13249786684209927,0.09025507936471933,0.01575963657830961,0.044065650136097714,-0.02350590764427204,-0.17124680107742188,0.11115790208624124,-0.018110512266469272,-0.0065948353235656355,0.026731411652365606,-0.02081948966172418,0.01804310572116517,-0.0010500486927628363,-0.035733563595814026,-0.21281789528406658,0.06778089085859863,0.0726051044547273,0.01696860883058385,-0.036107072036892465,0.15281013552055353,0.0035667899084126102,-0.13739394490176984,-0.06438836206884892,0.005445735852014517,0.010201941739599887,-0.06556023784370976,0.01863853739833936,-0.06041123400057152,-0.018871325907847382,-0.15658854058602126,0.11835904261492503,0.10629695258810501,0.020639900933193893,0.04412500326650993,-0.06741421625558994,-0.09311844166864533,0.03736442656166595,0.02404156164274284,-0.05551606906596797,0.024743447793471138,0.012072453429584979,-0.019767618790199958,-0.0643945078861789,0.11747694971457923,0.06394878577417877,0.005961969339044461,-0.007646558875642926,0.00038666993935193355,-0.008365613670610105,0.03582258503200337,0.03857421852212773,0.0022013462183135797,-0.041054156883708774,0.011666347864974572,0.023274074473053522,0.019248878460473903,-0.045898423662385175,0.0074597434437755055,0.017754823742420277,-0.007782222508652138,-0.00011588377805380953,0.058027045183465714,-0.13107713361357617,0.02061932241342259,-0.016616572861463175,0.026505693943294422,0.052804750628792016,-0.026963620575201963,0.003123834362144834,-0.05629578678134727,0.029139010834363214,-0.07622506190628427,-0.016090940565932774,-0.04541075268676929,0.07252819289122785,-0.012960547388677742,0.08008472698593895,-0.01591945537181951,-0.07224907267915762,-0.031129979617860543,0.021292643782134975,0.010824508995385621,-0.014787896979346418,0.03320016396247634,-0.00656732363395433,-0.05836123626118256,F
The adjuster shall review the collision estimate.,0.07473362148857227,0.035148531978813416,0.011579793017843058,0.027169268679396223,0.041914613538183196,0.024611878048847007,0.0011370201179774144,-0.10942136274795805,-0.06412400889304137,0.08547277919414611,0.08717480811528301,-0.09516626599644651,-0.03233417628765352,-0.07150686892455112,0.02431641749785752,0.043106818176476255,-0.03450440533630396,0.011323765689902654,0.0037609718404062664,0.005425993666052491,0.018988045287242676,0.0508829317317563,-0.0324599450221051,0.055129153450134236,-0.002636694726710916,0.04467673735535667,0.035876184540333846,-0.010597126138818802,-0.13711792158622174,0.07416770663559892,0.029028713823526116,-0.0635800204256641,0.01377180090440264,0.0730517710353771,0.017898882256149943,-0.08480770883458058,-0.020067757276105033,-0.009111805221599404,-0.016738098857602052,-0.019925566829797143,-0.006247710557052354,0.010166570585519074,-0.09925166645105933,-0.016965850703460524,0.07484696784164901,0.06666078963970945,0.06177881436886876,0.08904146129118512,-0.020748929890439635,-0.08548086034256608,0.010598703158095876,0.015168692014654157,0.05315263593727072,0.03794531594481243,0.005033611278247089,0.026624113723972432,-0.07555020224120262,-0.019268308886981125,0.06714479446696218,0.005714419145201249,0.004471248340614449,-0.0205013052671243,-0.04653989149894029,0.0050263674657422455,0.017368108842778,-0.0005287560760035368,-0.0691960189080566,-0.05533805386665602,0.003031521621895101,0.023946487898047195,0.01338369622069915,0.09002953280635667,-0.01889597442137249,-0.12448970943613358,0.014587439608092346,0.03619721036899615,-0.05411366634602434,-0.129014987914976,-0.0004340869544925581,-0.06874499130688472,0.032921705027622296,-0.04569690680272534,-0.20767477585808466,0.09617144271888263,-0.06477449881335512,-0.09364156328285665,0.018670852479063152,-0.1569387610426507,0.1222664284364664,-0.03522805949277132,0.1823998472566513,-0.022850622276480305,-0.2326734063699021,-0.0743766826896005,-0.10055629268038317,0.021324592932584516,-0.0074807032293174175,0.05997636759857141,0.07890255185650252,-0.1498279606094003,F
The adjuster shall request a recycled parts audit of the collision estimate.,0.0866839221611824,0.015775688859308745,0.0028391983542993483,0.011306405789804169,0.08239537976517243,0.07108967682557144,-0.009852343348978745,-0.2473618819895641,-0.16986467170397906,0.21987850053665578,0.22862698550077518,-0.21218122820942548,-0.022617059394023323,-0.12481402084481227,0.0984515611073642,0.09324978093432787,-0.025116322184308974,0.05745482116062001,0.023021193406095406,-0.1321909089166323,-0.009092866470547474,0.0009795546517847049,-0.09849556317693214,0.08243911850967259,-0.020561945963236784,0.08282746695020335,0.06095215263197097,0.0013971842629503543,-0.25155644550407186,0.12574210424131513,0.0722470685469936,-0.12219756435308231,0.039480944942441365,0.11808846785229475,0.008220715441737778,-0.1352414768469527,-0.022343341599353916,-0.066409598843026,0.00931534626587276,0.0009051331167435396,-0.0055401495676050475,0.019874173744472257,-0.15136233612856406,-0.013655070382183302,0.17034779656608812,0.08126566344729079,0.1276166467435316,0.12193659456968135,-0.009439112426561988,-0.11996482285599742,0.03928892983314656,0.0057990082819734026,0.059607765970773954,0.017313544053296773,0.010917233983899583,0.010611118176463616,-0.0846864795380158,-0.035924644019772765,0.07872939106565852,0.01604525188559636,-0.019216740024293747,-0.037913857614757455,-0.023041244418716272,-0.017654872461241033,0.01772067485801034,0.006505011671611997,-0.07978131078245114,-0.017589646764311302,0.019558665687275312,0.0811561026140595,0.09174985254588774,0.08382944872400364,-0.025011742800730534,-0.09097026624692954,0.0010476034540946137,-0.01350352937502459,0.028503392643917876,-0.053581089411700304,-0.04243101798508894,-0.019113816968893978,-0.03498250921187785,0.005370757224704894,-0.10955207476906466,0.05771477952382713,-0.0214691999125163,-0.09255564502309745,0.024791050224692173,-0.08438588572501586,0.0775932006124677,-0.04880567781308871,0.033838537573687474,-0.008043066305953517,-0.1874006208814483,-0.039694309348683614,-0.06215205210046544,0.013899434358549765,0.01407955051362372,0.01156362865793887,0.06224339963236832,-0.06760474649142038,F
